"Date and Time","NO<sub>2</sub>","PM<sub>10</sub>","PM<sub>2.5</sub>"
"2021-01-22 21:00:00",31.13,25.59,22.7
"2021-01-22 22:00:00",17.03,15.06,13.22
"2021-01-22 23:00:00",11.55,14.62,11.68
"2021-01-23 00:00:00",8.88,15.65,13.31
"2021-01-23 01:00:00",7.57,13.81,12.39
"2021-01-23 02:00:00",4.94,13.21,11.68
"2021-01-23 03:00:00",6.08,9.61,8.4
"2021-01-23 04:00:00",8.14,9.93,8.92
"2021-01-23 05:00:00",5.72,10.02,9.04
"2021-01-23 06:00:00",8.92,10.91,9.41
"2021-01-23 07:00:00",6.86,9.66,8.36
"2021-01-23 08:00:00",10.97,8.84,7.3
"2021-01-23 09:00:00",16.07,8.83,5.99
"2021-01-23 10:00:00",17.12,9.97,5.38
"2021-01-23 11:00:00",19.89,10.1,5.29
"2021-01-23 12:00:00",25.01,12.7,6.44
"2021-01-23 13:00:00",17.09,10.83,6.1
"2021-01-23 14:00:00",17.3,11.42,5.37
"2021-01-23 15:00:00",16.94,13.82,7.13
"2021-01-23 16:00:00",26.76,16.52,7.74
"2021-01-23 17:00:00",44.29,32.1,24.5
"2021-01-23 18:00:00",61.16,94.52,87.58
"2021-01-23 19:00:00",53.03,79.94,74.49
"2021-01-23 20:00:00",59.59,104.37,98.76
"2021-01-23 21:00:00",65.7,108.85,103.51
"2021-01-23 22:00:00",67.68,175.26,168.51
"2021-01-23 23:00:00",40.87,35.84,28.9
"2021-01-24 00:00:00",27.61,29.54,24.53
"2021-01-24 01:00:00",9.77,6.89,5.71
"2021-01-24 02:00:00",7.78,6.74,5.67
"2021-01-24 03:00:00",13.26,7.08,6.43
"2021-01-24 04:00:00",15.86,10.08,9.28
"2021-01-24 05:00:00",19.37,9.45,8.41
"2021-01-24 06:00:00",21.91,13.75,12.65
"2021-01-24 07:00:00",23.91,9.99,9.22
"2021-01-24 08:00:00",24.76,11.48,10.78
"2021-01-24 09:00:00",22.64,12.36,11.49
"2021-01-24 10:00:00",10.42,10.63,10.3
"2021-01-24 11:00:00",12.95,9.23,8.76
"2021-01-24 12:00:00",14.44,14.15,13.4
"2021-01-24 13:00:00",12.27,13.24,12.16
"2021-01-24 14:00:00",13.41,14.04,12.11
